Judul,Harga,Harga per m²,Alamat,Kamar,Luas Tanah,Luas Bangunan,Kepemilikan Tanah,Pertumbuhan IHPR YoY,Suku Bunga KPR Nasional,Ac,Akses 24/7,Akses mobil,Akses wifi,Atm center,Balkon,Bank,Bathtub,Carport,Cctv,Garasi,Gorden,Gym,Internet berkecepatan,Jogging track,Kamar mandi,Kasur,Keamanan 24 jam,Kitchen set,Kolam publik,Kolam renang,Kompor,Kulkas,Lantai,Lemari pakaian,Listrik,Microwave,Minimarket,Musholla,Oven,Perabot,Pompa air,Restoran,Shower,Sumber air,Taman,Tangki air,Telepon,Tempat parkir,Water heater
Dijual Rumah Palm Beach Pakuwon City di Pakuwon City,Rp3 M,"Rp20,8 Jt/m²","Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 144m²,Luas Bangunan 144m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Royal Residence Surabaya di Royal Residence,Rp10 M,Rp25 Jt/m²,"Kel. Wiyung, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 400m²,Luas Bangunan 500m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
"Dijual Rumah Pribadi Siap Huni, Tanpa Perantara di Jl.kedungturi 5 No.15j",Rp270 Jt,"Rp6,8 Jt/m²","Kel. Kedungdoro, Kec. Tegalsari, Kota Surabaya",3 Kamar Tidur,Luas Tanah 40m²,Luas Bangunan 40m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah Butuh Minim Renovasi di Jemur Andayani,Rp3 M,"Rp8,5 Jt/m²","Kel. Jemur Wonosari, Kec. Wonocolo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 354m²,Luas Bangunan 300m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,0
"Dijual Rumah Siap Huni di Sukomanunggal Jaya, Surabaya Barat","Rp2,2 M",Rp10 Jt/m²,"Kel. Sukomanunggal (Suko Manunggal), Kec. Sukomanunggal, Kota Surabaya",4 Kamar Tidur,Luas Tanah 219m²,Luas Bangunan 145m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,10600,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0
"Dijual Rumah Siap Huni di Tambak Medokan Ayu, Rungkut, Surabaya",Rp850 Jt,"Rp7,7 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 110m²,Luas Bangunan 100m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,1,0,1,PAM,0,1,0,0,0
"Dijual Rumah Siap Huni , Hook di Taman Pondok Indah, Wiyung, Surabaya Barat","Rp3,1 M","Rp8,9 Jt/m²","Kel. Jajar Tunggal (Jajartunggal), Kec. Wiyung, Kota Surabaya",3 Kamar Tidur,Luas Tanah 350m²,Luas Bangunan 275m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0
Dijual Rumah 2unit Gress 2lantai Di Pakal Madya Surabaya di Pakal Madya,"Rp1,6 M",Rp17 Jt/m²,"Kel. Pakal, Kec. Pakal, Kota Surabaya",3 Kamar Tidur,Luas Tanah 94m²,Luas Bangunan 150m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0
Dijual Rumah Harga Tanah di Raya Wiguna Timur,"Rp1,2 M","Rp7,5 Jt/m²","Kel. Gunung Anyar Tambak, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",5 Kamar Tidur,Luas Tanah 160m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Mewah Desain Elegan Siap Huni Bebas Banjir di Citraland Villa Taman Gapura,Rp11 M,"Rp20,9 Jt/m²","Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya",4 Kamar Tidur,Luas Tanah 526m²,Luas Bangunan 400m²,Hak Guna Bangunan,1.05%,10.38%,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,10600,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah Villa Royal Pakuwon City di Pakuwon City,Rp15 M,"Rp33,3 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 450m²,Luas Bangunan 760m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,1,0
Dijual Rumah 2unit New 2 Lantai Nyaman Di Kutisari Surabaya di Kutisari,"Rp1,7 M","Rp23,3 Jt/m²","Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya",3 Kamar Tidur,Luas Tanah 75m²,Luas Bangunan 115m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,1,0,0,0
Dijual Rumah Pakuwon Indah Surabaya di Pakuwon Indah,"Rp16,9 M","Rp45,3 Jt/m²","Kel. Lontar, Kec. Sambikerep, Kota Surabaya",5 Kamar Tidur,Luas Tanah 375m²,Luas Bangunan 600m²,-,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Baru 2 Lantai 300 Jutaan di Gading Karya,Rp385 Jt,"Rp14,3 Jt/m²","Kel. Tanah Kali Kedinding, Kec. Kenjeran, Kota Surabaya",2 Kamar Tidur,Luas Tanah 27m²,Luas Bangunan 55m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah Cluster 2 Lantai Di Kenjeran di Kenjeran,Rp395 Jt,"Rp13,2 Jt/m²","Kel. Tanah Kali Kedinding, Kec. Kenjeran, Kota Surabaya",2 Kamar Tidur,Luas Tanah 30m²,Luas Bangunan 55m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah Dharmahusada Indah Utara di Dharmahusada Indah Utara,"Rp3,1 M","Rp25,8 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 190m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,1,0,1,PAM,0,0,0,0,0
Dijual Rumah Dukuh Kupang Timur di Dukuh Kupang Timur,"Rp1,9 M","Rp9,8 Jt/m²","Kel. Dukuh Kupang, Kec. Dukuh Pakis, Kota Surabaya",3 Kamar Tidur,Luas Tanah 193m²,Luas Bangunan 200m²,-,1.05%,10.38%,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Citraland Utama Surabaya di Citraland,Rp9 M,"Rp37,5 Jt/m²","Kel. Made, Kec. Sambikerep, Kota Surabaya",5 Kamar Tidur,Luas Tanah 240m²,Luas Bangunan 567m²,Hak Guna Bangunan,1.05%,10.38%,1,0,2,0,0,1,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Perabot,1,0,1,PAM,0,0,0,0,0
Dijual Rumah Asri Dan Nyaman Di Sambikerep Surabaya di Sambi Arum Lor 1 No.42,Rp450 Jt,"Rp7,5 Jt/m²","Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya",2 Kamar Tidur,Luas Tanah 60m²,Luas Bangunan 75m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,1,0,0,0
Dijual Rumah Royal Residence Surabaya di Royal Residence,"Rp3,9 M","Rp19,4 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",3 Kamar Tidur,Luas Tanah 204m²,Luas Bangunan 200m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Lariz Wood Pakuwon Indah di Pakuwon Indah,"Rp8,5 M","Rp22,5 Jt/m²","Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya",5 Kamar Tidur,Luas Tanah 378m²,Luas Bangunan 500m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Bratang Gede Surabaya Selatan di Jl Bratang Gede Surabaya,"Rp1,4 M","Rp11,7 Jt/m²","Kel. Ngagel Rejo (Ngagelrejo), Kec. Wonokromo, Kota Surabaya",2 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 90m²,-,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Citraland Utama Surabaya di Citraland,"Rp6,8 M","Rp32,4 Jt/m²","Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya",4 Kamar Tidur,Luas Tanah 210m²,Luas Bangunan 350m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,5500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Royal Residance Surabaya di Royal Residance Surabaya,"Rp1,5 M",Rp15 Jt/m²,"Kel. Sumur Welut, Kec. Lakarsantri, Kota Surabaya",2 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 75m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Jalan Widodaren Surabaya di Widodaren,"Rp5,9 M",Rp17 Jt/m²,"Kel. Sawahan, Kec. Sawahan, Kota Surabaya",7 Kamar Tidur,Luas Tanah 350m²,Luas Bangunan 650m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Tenggilis Shm 2 Lantai Dekat Ubaya di Tenggilis,"Rp3,3 M","Rp16,5 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
Dijual Rumah Dharmahusada Permai di Dharmahusada Permai,"Rp7,8 M","Rp17,3 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 450m²,Luas Bangunan 750m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,10600,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Villa Kalijudan Indah Surabaya di Villa Kalijudan,"Rp1,9 M","Rp19,8 Jt/m²","Kel. Kalijudan, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 160m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,0
Dijual Rumah Villa Kalijudan Indah di Villa Kalijudan Indah,"Rp1,8 M","Rp10,9 Jt/m²","Kel. Kalijudan, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 165m²,Luas Bangunan 260m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Wisata Bukit Mas Surabaya di Wisata Bukit Mas,Rp3 M,"Rp16,7 Jt/m²","Kel. Lidah Wetan, Kec. Lakarsantri, Kota Surabaya",4 Kamar Tidur,Luas Tanah 180m²,Luas Bangunan 250m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Nginden Intan Timur Surabaya di Nginden Intan Timur,"Rp3,5 M","Rp16,9 Jt/m²","Kel. Nginden Jangkungan, Kec. Sukolilo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 207m²,Luas Bangunan 240m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Tenggilis Mejoyo Selatan Surabaya di Tengilis Mejoyo Selatan,"Rp1,6 M","Rp18,3 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 145m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0
Dijual Rumah Baru 2 Lantai Di Pondok Candra Rungkut Surabaya di Pondok Tjandra,"Rp1,3 M",Rp18 Jt/m²,"Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya",4 Kamar Tidur,Luas Tanah 75m²,Luas Bangunan 130m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Nginden Intan Timur Surabaya di Nginden Intan Timur,"Rp1,6 M","Rp7,6 Jt/m²","Kel. Nginden Jangkungan, Kec. Sukolilo, Kota Surabaya",1 Kamar Tidur,Luas Tanah 210m²,Luas Bangunan 210m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Citraland Utama Surabaya di Citraland Utama,"Rp13,5 M",Rp36 Jt/m²,"Kel. Jeruk, Kec. Lakarsantri, Kota Surabaya",5 Kamar Tidur,Luas Tanah 375m²,Luas Bangunan 970m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,0,13200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Nginden Intan di Nginden Intan,"Rp16,7 M","Rp17,4 Jt/m²","Kel. Medokan Semampir, Kec. Sukolilo, Kota Surabaya",6 Kamar Tidur,Luas Tanah 960m²,Luas Bangunan 1300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Mulyosari Utara Surabaya di Mulyosari Utara,"Rp2,5 M","Rp15,2 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 165m²,Luas Bangunan 250m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Virginia Regency Pakuwon City di Pakuwon City,"Rp2,9 M","Rp16,4 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 180m²,Luas Bangunan 250m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Mewah Tenggilis Surabaya di Jl. Tenggilis Utara Cpt B.U Poll,"Rp3,3 M","Rp16,5 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,1,0
Dijual Rumah Tenggilis Mejoyo Utara Full Furnished Istimewa di Tenggilis Utara,"Rp3,3 M","Rp16,5 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,4400,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Dengan Dp Rumah Siap Bangun di Mbeji Pdam,Rp150 Jt,"Rp2,5 Jt/m²","Kel. Pakal, Kec. Pakal, Kota Surabaya",2 Kamar Tidur,Luas Tanah 60m²,Luas Bangunan 36m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Citraland Harga Terbaik di Northwest Park,"Rp1,9 M","Rp15,8 Jt/m²","Kel. Babat Jerawat, Kec. Pakal, Kota Surabaya",3 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 100m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,1,0,1,PAM,0,0,0,0,0
Dijual Rumah Nyaman Siap Huni di Jalan Raya Tengger Kandangan,"Rp2,9 M","Rp15,3 Jt/m²","Kel. Kandangan, Kec. Benowo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 189m²,Luas Bangunan 150m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,1
Dijual Rumah Perum Griya Mapan Sentosa Waru Sidoarjo di Wadungasri,Rp699 Jt,"Rp6,7 Jt/m²","Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya",3 Kamar Tidur,Luas Tanah 105m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Murah Gunung Anyar Tambak Surabaya di Gg Durian Cpt B.U Poll 2 LT,"Rp1,1 M","Rp11,5 Jt/m²","Kel. Gunung Anyar Tambak, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",3 Kamar Tidur,Luas Tanah 96m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,0,PAM,1,0,0,0,0
Dijual Rumah Citraland Utama Surabaya di Citraland Utama,Rp25 M,"Rp46,2 Jt/m²","Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya",5 Kamar Tidur,Luas Tanah 541m²,Luas Bangunan 1000m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,13200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Raffles Garden Citraland di Citraland,"Rp11,9 M","Rp38,4 Jt/m²","Kel. Jeruk, Kec. Lakarsantri, Kota Surabaya",4 Kamar Tidur,Luas Tanah 312m²,Luas Bangunan 600m²,-,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,0,5500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Nol Jalan Menganti di Universitas Ciputra,"Rp1,1 M","Rp12,3 Jt/m²","Kel. Made, Kec. Sambikerep, Kota Surabaya",3 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 87m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Baru Gress 2 Unit di Graha Green Garden Dian Istana,"Rp2,3 M","Rp23,5 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 120m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0
Dijual Rumah Minimalis Strategis Di Surabaya Timur di Wonorejo Timur,"Rp1,5 M","Rp17,2 Jt/m²","Kel. Wonorejo, Kec. Rungkut, Kota Surabaya",4 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 150m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,1,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Araya 1 Surabaya di Araya 1,"Rp5,5 M","Rp22,9 Jt/m²","Kel. Semolowaru, Kec. Sukolilo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 240m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Araya 1 Surabaya di Araya 1,"Rp8,5 M","Rp22,7 Jt/m²","Kel. Semolowaru, Kec. Sukolilo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 375m²,Luas Bangunan 490m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,7700,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,1
Dijual Rumah Bumi Marina Emas 8x15m di Jl. Marina Emas Timur V No.41 Blok D,"Rp1,4 M","Rp11,7 Jt/m²","Kel. Keputih, Kec. Sukolilo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,1,0,0,1,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Terawat Dkt Masjid Agung Wisma Menanggal di Wisma Menanggal,"Rp2,9 M","Rp14,6 Jt/m²","Kel. Menanggal, Kec. Gayungan, Kota Surabaya",2 Kamar Tidur,Luas Tanah 198m²,Luas Bangunan 150m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,1,0,0,0
Dijual Rumah Murah di Wonosari,Rp750 Jt,"Rp8,8 Jt/m²","Kel. Wonokusumo, Kec. Semampir, Kota Surabaya",3 Kamar Tidur,Luas Tanah 85m²,Luas Bangunan 70m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0
Dijual Rumah Tenggilis Utara Surabaya di Tenggilis Utara,"Rp3,3 M","Rp16,5 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Murah di Perumahan Permata Safira Regency,Rp2 M,"Rp17,9 Jt/m²","Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya",5 Kamar Tidur,Luas Tanah 112m²,Luas Bangunan 190m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
